order_id,customer_id,product_name,amount,order_date,email,signup_date,country,days_since_signup,is_premium,etl_timestamp
ORD-27224,6,Scanner portable,302.15,2024-07-31,user6@mail.com,2022-06-01,Germany,791,True,2026-03-26 10:12:03.207587
ORD-57942,6,Stylet tactile,400.62,2024-05-15,user6@mail.com,2022-06-01,Germany,714,True,2026-03-26 10:12:03.207587
ORD-63516,8,Clavier mécanique,54.88,2024-01-20,user8@mail.com,2022-08-20,Italy,518,True,2026-03-26 10:12:03.207587
ORD-88116,1,Casque Bluetooth,859.81,2024-03-15,user1@mail.com,2022-01-10,France,795,True,2026-03-26 10:12:03.207587
ORD-78955,8,Support PC portable,72.91,2024-08-17,user8@mail.com,2022-08-20,Italy,728,True,2026-03-26 10:12:03.207587
ORD-59060,10,Chargeur rapide,923.75,2024-02-04,user10@mail.com,2022-10-01,France,491,True,2026-03-26 10:12:03.207587
ORD-66606,7,Support PC portable,741.4,2024-03-07,user7@mail.com,2022-07-12,Spain,604,True,2026-03-26 10:12:03.207587
ORD-98338,6,Casque Bluetooth,448.67,2024-08-05,user6@mail.com,2022-06-01,Germany,796,True,2026-03-26 10:12:03.207587
ORD-88554,4,Laptop Pro 15,212.37,2024-04-18,user4@mail.com,2022-04-10,Canada,739,True,2026-03-26 10:12:03.207587
ORD-92998,8,Disque SSD 1To,514.84,2024-06-27,user8@mail.com,2022-08-20,Italy,677,True,2026-03-26 10:12:03.207587
ORD-94599,10,"Écran 27""",111.77,2024-05-11,user10@mail.com,2022-10-01,France,588,True,2026-03-26 10:12:03.207587
ORD-95918,5,Clavier mécanique,951.77,2024-11-17,user5@mail.com,2022-05-05,France,927,True,2026-03-26 10:12:03.207587
ORD-75715,10,Laptop Pro 15,456.01,2024-06-24,user10@mail.com,2022-10-01,France,632,True,2026-03-26 10:12:03.207587
ORD-30308,5,Casque Bluetooth,845.97,2024-02-21,user5@mail.com,2022-05-05,France,657,True,2026-03-26 10:12:03.207587
ORD-79013,3,Chargeur rapide,343.39,2024-11-12,user3@mail.com,2022-03-20,USA,968,True,2026-03-26 10:12:03.207587
ORD-67366,3,Hub USB-C,370.65,2024-05-01,user3@mail.com,2022-03-20,USA,773,True,2026-03-26 10:12:03.207587
ORD-67340,6,Scanner portable,229.81,2024-08-18,user6@mail.com,2022-06-01,Germany,809,True,2026-03-26 10:12:03.207587
ORD-64381,4,Hub USB-C,506.98,2024-04-30,user4@mail.com,2022-04-10,Canada,751,True,2026-03-26 10:12:03.207587
ORD-39430,2,Webcam HD,931.51,2024-11-28,user2@mail.com,2022-02-15,France,1017,True,2026-03-26 10:12:03.207587
ORD-49472,8,Laptop Pro 15,246.05,2024-11-23,user8@mail.com,2022-08-20,Italy,826,True,2026-03-26 10:12:03.207587
ORD-92346,7,Stylet tactile,586.07,2024-06-19,user7@mail.com,2022-07-12,Spain,708,True,2026-03-26 10:12:03.207587
ORD-36144,3,Webcam HD,934.03,2024-09-20,user3@mail.com,2022-03-20,USA,915,True,2026-03-26 10:12:03.207587
ORD-85353,5,Clavier mécanique,972.65,2024-11-24,user5@mail.com,2022-05-05,France,934,True,2026-03-26 10:12:03.207587
ORD-86106,10,Clavier mécanique,662.14,2024-11-05,user10@mail.com,2022-10-01,France,766,True,2026-03-26 10:12:03.207587
ORD-15399,2,Souris sans fil,55.0,2024-11-24,user2@mail.com,2022-02-15,France,1013,True,2026-03-26 10:12:03.207587
ORD-71141,8,Casque Bluetooth,455.09,2024-03-13,user8@mail.com,2022-08-20,Italy,571,True,2026-03-26 10:12:03.207587
ORD-75191,2,Souris sans fil,945.77,2024-09-15,user2@mail.com,2022-02-15,France,943,True,2026-03-26 10:12:03.207587
ORD-15276,3,Laptop Pro 15,145.66,2024-06-19,user3@mail.com,2022-03-20,USA,822,True,2026-03-26 10:12:03.207587
ORD-98317,8,Hub USB-C,587.86,2024-12-18,user8@mail.com,2022-08-20,Italy,851,True,2026-03-26 10:12:03.207587
ORD-48070,3,Casque Bluetooth,955.75,2024-02-10,user3@mail.com,2022-03-20,USA,692,True,2026-03-26 10:12:03.207587
ORD-45601,9,Souris sans fil,619.51,2024-10-27,user9@mail.com,2022-09-15,UK,773,True,2026-03-26 10:12:03.207587
ORD-33040,3,Imprimante laser,403.01,2024-09-10,user3@mail.com,2022-03-20,USA,905,True,2026-03-26 10:12:03.207587
ORD-47941,3,Laptop Pro 15,305.4,2024-11-04,user3@mail.com,2022-03-20,USA,960,True,2026-03-26 10:12:03.207587
ORD-85088,1,Casque Bluetooth,657.14,2024-12-20,user1@mail.com,2022-01-10,France,1075,True,2026-03-26 10:12:03.207587
ORD-88094,6,Disque SSD 1To,452.27,2024-12-26,user6@mail.com,2022-06-01,Germany,939,True,2026-03-26 10:12:03.207587
ORD-24707,4,Imprimante laser,552.16,2024-09-15,user4@mail.com,2022-04-10,Canada,889,True,2026-03-26 10:12:03.207587
ORD-74071,6,Scanner portable,515.26,2024-01-29,user6@mail.com,2022-06-01,Germany,607,True,2026-03-26 10:12:03.207587
ORD-71875,3,Casque Bluetooth,414.77,2024-03-10,user3@mail.com,2022-03-20,USA,721,True,2026-03-26 10:12:03.207587
ORD-55582,8,Clavier mécanique,992.91,2024-07-20,user8@mail.com,2022-08-20,Italy,700,True,2026-03-26 10:12:03.207587
ORD-39188,1,Stylet tactile,32.5,2024-06-01,user1@mail.com,2022-01-10,France,873,True,2026-03-26 10:12:03.207587
ORD-17398,9,Disque SSD 1To,993.54,2024-04-29,user9@mail.com,2022-09-15,UK,592,True,2026-03-26 10:12:03.207587
ORD-58637,6,Disque SSD 1To,727.33,2024-04-07,user6@mail.com,2022-06-01,Germany,676,True,2026-03-26 10:12:03.207587
ORD-32185,9,Support PC portable,551.07,2024-04-04,user9@mail.com,2022-09-15,UK,567,True,2026-03-26 10:12:03.207587
ORD-94123,4,Disque SSD 1To,43.48,2024-02-08,user4@mail.com,2022-04-10,Canada,669,True,2026-03-26 10:12:03.207587
ORD-62022,6,Webcam HD,959.69,2024-08-23,user6@mail.com,2022-06-01,Germany,814,True,2026-03-26 10:12:03.207587
ORD-14152,6,Hub USB-C,385.46,2024-10-09,user6@mail.com,2022-06-01,Germany,861,True,2026-03-26 10:12:03.207587
ORD-32463,6,Tapis de souris XL,846.87,2024-11-26,user6@mail.com,2022-06-01,Germany,909,True,2026-03-26 10:12:03.207587
ORD-55332,4,Souris sans fil,442.71,2024-02-08,user4@mail.com,2022-04-10,Canada,669,True,2026-03-26 10:12:03.207587
ORD-57277,7,Souris sans fil,15.13,2024-06-06,user7@mail.com,2022-07-12,Spain,695,True,2026-03-26 10:12:03.207587
ORD-23399,9,Souris sans fil,195.51,2024-08-17,user9@mail.com,2022-09-15,UK,702,True,2026-03-26 10:12:03.207587
ORD-23538,2,Souris sans fil,360.37,2024-02-17,user2@mail.com,2022-02-15,France,732,True,2026-03-26 10:12:03.207587
ORD-60493,1,Casque Bluetooth,419.66,2024-02-13,user1@mail.com,2022-01-10,France,764,True,2026-03-26 10:12:03.207587
ORD-70012,7,Clavier mécanique,311.6,2024-07-21,user7@mail.com,2022-07-12,Spain,740,True,2026-03-26 10:12:03.207587
ORD-25084,2,Imprimante laser,349.64,2024-02-25,user2@mail.com,2022-02-15,France,740,True,2026-03-26 10:12:03.207587
ORD-91187,4,Imprimante laser,365.44,2024-01-05,user4@mail.com,2022-04-10,Canada,635,True,2026-03-26 10:12:03.207587
ORD-22481,9,Stylet tactile,787.82,2024-01-31,user9@mail.com,2022-09-15,UK,503,True,2026-03-26 10:12:03.207587
ORD-69243,5,Chargeur rapide,796.64,2024-02-17,user5@mail.com,2022-05-05,France,653,True,2026-03-26 10:12:03.207587
ORD-23425,7,Webcam HD,373.88,2024-06-02,user7@mail.com,2022-07-12,Spain,691,True,2026-03-26 10:12:03.207587
ORD-62727,6,Chargeur rapide,541.19,2024-11-11,user6@mail.com,2022-06-01,Germany,894,True,2026-03-26 10:12:03.207587
ORD-41278,4,"Écran 27""",95.34,2024-08-10,user4@mail.com,2022-04-10,Canada,853,True,2026-03-26 10:12:03.207587
ORD-98254,4,Clavier mécanique,230.94,2024-09-21,user4@mail.com,2022-04-10,Canada,895,True,2026-03-26 10:12:03.207587
ORD-42129,10,Laptop Pro 15,933.06,2024-01-13,user10@mail.com,2022-10-01,France,469,True,2026-03-26 10:12:03.207587
ORD-61688,5,RAM 16Go,572.13,2024-08-10,user5@mail.com,2022-05-05,France,828,True,2026-03-26 10:12:03.207587
